"","pid","hid","sex","mastat","age","qfachi","lknbrd","paygu","region","wave","N","pay_lag","paych"
"12450",16574311,2695421,1,1,35,5,1,2081.08325195312,12,2,2,1744.77648925781,336.306762695312
"12451",16574346,1547976,2,1,33,6,1,NA,12,1,2,NA,NA
"12452",16574346,2695421,2,1,34,6,1,NA,12,2,2,NA,NA
"12453",16575431,1548077,2,1,43,3,1,1100.84680175781,12,1,2,NA,NA
"12454",16575431,2695847,2,5,44,3,1,1601.23168945312,12,2,2,1100.84680175781,500.384887695312
"12455",16577671,1548263,1,1,37,5,1,1148.33337402344,12,1,2,NA,NA
"12456",16577671,2696134,1,1,37,5,1,1096.33337402344,12,2,2,1148.33337402344,-52
"12457",16577701,1548263,2,1,35,3,1,1250.96228027344,12,1,2,NA,NA
"12458",16577701,2696134,2,1,36,3,1,1200.923828125,12,2,2,1250.96228027344,-50.0384521484375
"12459",16579917,1548441,1,1,31,NA,NA,NA,12,1,2,NA,NA
"12460",16579917,2696274,1,1,32,5,1,510.377563476562,12,2,2,NA,NA
"12461",16579941,1548441,2,1,31,4,1,404.083343505859,12,1,2,NA,NA
"12462",16579941,2696274,2,1,31,4,1,NA,12,2,2,404.083343505859,NA
"12463",16581032,1548549,1,1,25,7,1,NA,12,1,2,NA,NA
"12464",16581032,2696649,1,1,26,7,1,NA,12,2,2,NA,NA
"12465",16581067,1548549,2,1,25,5,1,NA,12,1,2,NA,NA
"12466",16581067,2696649,2,1,26,5,1,NA,12,2,2,NA,NA
"12467",16581091,1548549,2,6,24,4,1,741,12,1,2,NA,NA
"12468",16581091,2696711,2,6,25,4,1,758.333312988281,12,2,2,741,17.3333129882812
"12469",16582152,1548638,1,1,44,7,1,758.333312988281,12,1,2,NA,NA
"12470",16582152,2696991,1,1,45,7,1,775.666687011719,12,2,2,758.333312988281,17.3333740234375
"12471",16582187,1548638,2,1,38,3,1,407.333343505859,12,1,2,NA,NA
"12472",16582187,2696991,2,1,39,3,1,484.114929199219,12,2,2,407.333343505859,76.7815856933594
"12473",16584392,1548816,2,6,42,5,1,195,12,1,2,NA,NA
"12474",16584392,2697149,2,6,43,5,1,325,12,2,2,195,130
"12475",16584422,1548816,1,6,20,5,1,480.369537353516,12,1,2,NA,NA
"12476",16584422,2697149,1,6,21,5,1,NA,12,2,2,480.369537353516,NA
"12477",16585518,1548913,1,3,74,7,1,NA,12,1,2,NA,NA
"12478",16585518,2697289,1,3,75,7,1,NA,12,2,2,NA,NA
"12479",16586638,1549006,1,1,52,7,1,1163.31652832031,12,1,2,NA,NA
"12480",16586638,2697351,1,1,53,7,1,1083.33337402344,12,2,2,1163.31652832031,-79.983154296875
"12481",16586662,1549006,2,1,50,7,1,173.33332824707,12,1,2,NA,NA
"12482",16586662,2697351,2,1,51,7,1,182,12,2,2,173.33332824707,8.66667175292969
"12483",16586697,1549006,2,6,27,5,1,724.557373046875,12,1,2,NA,NA
"12484",16586697,2697351,2,6,28,5,1,800.615844726562,12,2,2,724.557373046875,76.0584716796875
"12485",16587758,1549103,2,1,61,7,1,NA,12,1,2,NA,NA
"12486",16587758,2697564,2,1,62,7,1,78,12,2,2,NA,NA
"12487",16587782,1549103,1,1,59,7,1,1010.77752685547,12,1,2,NA,NA
"12488",16587782,2697564,1,1,60,7,1,1000.76983642578,12,2,2,1010.77752685547,-10.0076904296875
"12489",16587812,1549103,2,6,25,5,1,537.413391113281,12,1,2,NA,NA
"12490",16587812,2697564,2,6,25,5,1,530.408020019531,12,2,2,537.413391113281,-7.00537109375
"12491",16588878,1549197,1,1,32,4,2,NA,12,1,2,NA,NA
"12492",16588878,2697858,1,5,33,4,NA,NA,6,2,2,NA,NA
"12493",16588908,1549197,2,1,30,5,1,251.33332824707,12,1,2,NA,NA
"12494",16588908,2697785,2,5,30,5,1,359.666656494141,12,2,2,251.33332824707,108.33332824707
"12495",16589998,1549286,1,1,34,7,1,769.819396972656,12,1,2,NA,NA
"12496",16589998,2698005,1,1,35,7,1,975,12,2,2,769.819396972656,205.180603027344
"12497",16590023,1549286,2,1,33,6,1,117,12,1,2,NA,NA
"12498",16590023,2698005,2,1,34,6,1,125.666664123535,12,2,2,117,8.66666412353516
"12499",16591119,1549383,2,3,79,7,1,NA,12,1,2,NA,NA
"12500",16591119,2698285,2,3,80,7,1,NA,12,2,2,NA,NA
"12501",16595599,1549758,2,3,65,7,1,NA,12,1,2,NA,NA
"12502",16595599,2698358,2,3,66,7,1,NA,12,2,2,NA,NA
"12503",16596706,1549847,1,1,52,7,1,940.333312988281,12,1,2,NA,NA
"12504",16596706,2698439,1,1,53,7,1,866.666687011719,12,2,2,940.333312988281,-73.6666259765625
"12505",16596749,1549847,2,1,44,7,1,265.204010009766,12,1,2,NA,NA
"12506",16596749,2698439,2,1,45,7,1,359.666656494141,12,2,2,265.204010009766,94.462646484375
"12507",16598946,1550039,2,4,46,5,1,476.666656494141,12,1,2,NA,NA
"12508",16598946,2698641,2,2,47,5,1,660.508117675781,12,2,2,476.666656494141,183.841461181641
"12509",16603427,1550403,2,1,31,3,1,846.651306152344,12,1,2,NA,NA
"12510",16603427,2698714,2,1,32,3,1,NA,12,2,2,846.651306152344,NA
"12511",16603451,1550403,1,1,31,3,1,900.69287109375,12,1,2,NA,NA
"12512",16603451,2698714,1,1,31,3,1,1085.83532714844,12,2,2,900.69287109375,185.142456054688
"12513",16604547,1550497,1,4,57,7,1,NA,12,1,2,NA,NA
"12514",16604547,2698854,1,1,58,7,1,NA,12,2,2,NA,NA
"12515",16605691,1550586,2,1,31,7,1,NA,12,1,2,NA,NA
"12516",16605691,2698927,2,1,32,7,1,NA,12,2,2,NA,NA
"12517",16606787,1550683,2,1,29,3,1,1132.87145996094,12,1,2,NA,NA
"12518",16606787,2699354,2,1,30,3,1,1203.92614746094,12,2,2,1132.87145996094,71.0546875
"12519",16606817,1550683,1,1,29,3,2,1150.88537597656,12,1,2,NA,NA
"12520",16606817,2699354,1,1,30,3,1,1292.99462890625,12,2,2,1150.88537597656,142.109252929688
"12521",16607902,1550772,2,2,39,5,2,1200.923828125,12,1,2,NA,NA
"12522",16607902,2699494,2,2,40,5,1,1200.923828125,6,2,2,1200.923828125,0
"12523",16607937,1550772,1,2,31,4,2,1426.57995605469,12,1,2,NA,NA
"12524",16607937,2699494,1,2,32,4,1,1501.15478515625,6,2,2,1426.57995605469,74.5748291015625
"12525",16609026,1550861,2,4,35,5,1,1332.02465820312,12,1,2,NA,NA
"12526",16609026,2699648,2,2,36,5,1,1080.27307128906,12,2,2,1332.02465820312,-251.751586914062
"12527",16610172,1550969,2,1,35,6,1,NA,12,1,2,NA,NA
"12528",16610172,2699729,2,1,36,6,1,177.924560546875,12,2,2,NA,NA
"12529",16611268,1551051,1,1,51,5,1,NA,12,1,2,NA,NA
"12530",16611268,2699931,1,1,52,5,1,NA,12,2,2,NA,NA
"12531",16611292,1551051,2,1,47,5,1,NA,12,1,2,NA,NA
"12532",16611292,2699931,2,1,48,5,1,186.594421386719,12,2,2,NA,NA
"12533",16612388,1551159,1,1,68,7,1,NA,12,1,2,NA,NA
"12534",16612388,2700085,1,1,69,7,1,NA,12,2,2,NA,NA
"12535",16612418,1551159,2,1,67,7,1,NA,12,1,2,NA,NA
"12536",16612418,2700085,2,1,68,7,1,NA,12,2,2,NA,NA
"12537",16614623,1551337,1,1,71,7,1,NA,12,1,2,NA,NA
"12538",16614623,2700239,1,1,72,7,1,NA,12,2,2,NA,NA
"12539",16614658,1551337,2,1,60,7,1,NA,12,1,2,NA,NA
"12540",16614658,2700239,2,1,61,7,1,NA,12,2,2,NA,NA
"12541",16615743,1551426,1,1,48,3,1,NA,12,1,2,NA,NA
"12542",16615743,2700379,1,1,49,3,1,NA,12,2,2,NA,NA
"12543",16615778,1551426,2,1,44,7,2,732.563537597656,12,1,2,NA,NA
"12544",16615778,2700379,2,1,45,7,2,728.722229003906,12,2,2,732.563537597656,-3.84130859375
"12545",16615808,1551426,2,6,20,5,1,NA,12,1,2,NA,NA
"12546",16615808,2700379,2,6,21,5,1,541.666687011719,12,2,2,NA,NA
"12547",16615832,1551426,2,6,18,4,1,NA,12,1,2,NA,NA
"12548",16615832,2700379,2,6,19,4,1,NA,12,2,2,NA,NA
"12549",16616863,1551523,1,1,41,7,1,1039.01135253906,12,1,2,NA,NA
"12550",16616863,2700727,1,1,42,7,NA,1126.66662597656,12,2,2,1039.01135253906,87.6552734375
"12551",16616898,1551523,2,1,38,5,1,465.344757080078,12,1,2,NA,NA
"12552",16616898,2700727,2,1,39,5,1,550.423400878906,12,2,2,465.344757080078,85.0786437988281
"12553",16616928,1551523,1,6,18,4,1,NA,12,1,2,NA,NA
"12554",16616928,2700727,1,6,19,4,1,NA,12,2,2,NA,NA
"12555",16620216,1551809,2,3,90,7,1,NA,12,1,2,NA,NA
"12556",16620216,2701081,2,3,91,7,1,NA,12,2,2,NA,NA
"12557",16621336,1551892,2,3,63,7,1,247,12,1,2,NA,NA
"12558",16621336,2701154,2,3,64,7,1,264.333343505859,12,2,2,247,17.3333435058594
"12559",16622456,1551981,1,1,74,4,1,NA,12,1,2,NA,NA
"12560",16622456,2701227,1,1,74,4,1,NA,12,2,2,NA,NA
"12561",16623576,1552082,2,1,56,3,1,NA,12,1,2,NA,NA
"12562",16623576,2701367,2,1,57,3,1,NA,12,2,2,NA,NA
"12563",16623606,1552082,1,1,56,7,1,NA,12,1,2,NA,NA
"12564",16623606,2701367,1,1,57,7,1,NA,12,2,2,NA,NA
"12565",16628063,1552457,2,3,77,7,1,NA,12,1,2,NA,NA
"12566",16628063,2701529,2,3,78,7,1,NA,12,2,2,NA,NA
"12567",16629183,1552546,1,1,40,4,1,1462.12475585938,12,1,2,NA,NA
"12568",16629183,2701596,1,1,41,4,1,1501.15478515625,12,2,2,1462.12475585938,39.030029296875
"12569",16629213,1552546,2,1,37,7,1,110.5,12,1,2,NA,NA
"12570",16629213,2701596,2,1,38,7,1,NA,12,2,2,110.5,NA
"12571",16629248,1552546,1,6,16,6,1,130,12,1,2,NA,NA
"12572",16629248,2701596,1,6,17,6,1,151.66667175293,12,2,2,130,21.6666717529297
"12573",16631471,1552732,2,1,27,4,1,455,12,1,2,NA,NA
"12574",16631471,2702029,2,1,28,4,1,494,12,2,2,455,39
"12575",16631501,1552732,1,1,29,5,1,1100.84680175781,12,1,2,NA,NA
"12576",16631501,2702029,1,1,30,5,1,1150.88537597656,12,2,2,1100.84680175781,50.03857421875
"12577",16632532,1552821,1,1,32,4,1,953.333312988281,12,1,2,NA,NA
"12578",16632532,2702096,1,1,33,4,1,1174.33337402344,12,2,2,953.333312988281,221.000061035156
"12579",16632567,1552821,2,1,30,5,1,1100.84680175781,12,1,2,NA,NA
"12580",16632567,2702096,2,1,31,5,1,1000.76983642578,12,2,2,1100.84680175781,-100.076965332031
"12581",16633652,1552929,1,1,65,3,1,NA,12,1,2,NA,NA
"12582",16633652,2702231,1,1,66,3,1,NA,12,2,2,NA,NA
"12583",16633687,1552929,2,1,58,3,1,NA,12,1,2,NA,NA
"12584",16633687,2702231,2,1,59,3,1,NA,12,2,2,NA,NA
"12585",16634772,1553011,1,2,33,4,1,640.49267578125,12,1,2,NA,NA
"12586",16634772,2702371,1,2,34,4,1,650.500366210938,12,2,2,640.49267578125,10.0076904296875
"12587",16634802,1553011,2,2,28,6,1,500.384918212891,12,1,2,NA,NA
"12588",16634802,2702371,2,2,29,6,1,550.423400878906,12,2,2,500.384918212891,50.0384826660156
"12589",16635892,1553119,1,1,43,5,1,918.666687011719,12,1,2,NA,NA
"12590",16635892,2702517,1,1,44,5,1,953.333312988281,12,2,2,918.666687011719,34.6666259765625
"12591",16635922,1553119,2,1,37,7,1,708.333312988281,12,1,2,NA,NA
"12592",16635922,2702517,2,1,38,7,1,650.500366210938,12,2,2,708.333312988281,-57.8329467773438
"12593",16635957,1553119,1,6,17,5,1,541.666687011719,12,1,2,NA,NA
"12594",16635957,2702517,1,6,18,5,1,572,12,2,2,541.666687011719,30.3333129882812
"12595",16637011,1553208,1,1,56,5,1,1601.23168945312,12,1,2,NA,NA
"12596",16637011,2702886,1,1,57,5,1,1401.07775878906,12,2,2,1601.23168945312,-200.153930664062
"12597",16637046,1553208,2,1,55,7,1,270.207855224609,12,1,2,NA,NA
"12598",16637046,2702886,2,1,56,7,1,292.5,12,2,2,270.207855224609,22.2921447753906
"12599",16637089,1553208,1,6,23,5,1,833.333312988281,12,1,2,NA,NA
"12600",16637089,2702886,1,6,24,5,1,NA,12,2,2,833.333312988281,NA
"12601",16638131,1553291,1,1,38,7,2,1733.33337402344,12,1,2,NA,NA
"12602",16638131,2703092,1,1,39,7,2,1906.66662597656,12,2,2,1733.33337402344,173.333251953125
"12603",16638166,1553291,2,1,34,7,2,234,12,1,2,NA,NA
"12604",16638166,2703092,2,1,35,7,2,232.91667175293,12,2,2,234,-1.08332824707031
"12605",16639251,1553399,2,4,43,7,1,385.666656494141,12,1,2,NA,NA
"12606",16639251,2703386,2,4,44,7,1,368.333343505859,12,2,2,385.666656494141,-17.3333129882812
"12607",16639286,1553399,1,6,19,6,1,NA,12,1,2,NA,NA
"12608",16639286,2703386,1,6,20,6,2,NA,12,2,2,NA,NA
"12609",16640373,1553488,1,1,50,7,1,1200.923828125,12,1,2,NA,NA
"12610",16640373,2703599,1,1,51,7,1,1285.9892578125,12,2,2,1200.923828125,85.0654296875
"12611",16640403,1553488,2,1,45,5,1,372.477111816406,12,1,2,NA,NA
"12612",16640403,2703599,2,1,46,5,1,431.684326171875,12,2,2,372.477111816406,59.2072143554688
"12613",16640438,1553488,2,6,21,5,1,650,12,1,2,NA,NA
"12614",16640438,2703599,2,6,22,5,1,530.408020019531,12,2,2,650,-119.591979980469
"12615",16640462,1553488,2,6,18,5,1,360.277130126953,12,1,2,NA,NA
"12616",16640462,2703599,2,6,19,5,1,NA,12,2,2,360.277130126953,NA
"12617",16641493,1553577,1,1,64,7,1,NA,12,1,2,NA,NA
"12618",16641493,2703874,1,1,65,7,1,NA,12,2,2,NA,NA
"12619",16641523,1553577,2,1,55,7,1,NA,12,1,2,NA,NA
"12620",16641523,2703874,2,1,56,7,1,NA,12,2,2,NA,NA
"12621",16642619,1553666,1,1,47,7,1,953.333312988281,12,1,2,NA,NA
"12622",16642619,2704013,1,1,48,7,1,736.666687011719,12,2,2,953.333312988281,-216.666625976562
"12623",16642643,1553666,2,1,44,4,1,508.391082763672,12,1,2,NA,NA
"12624",16642643,2704013,2,1,45,4,1,550.423400878906,12,2,2,508.391082763672,42.0323181152344
"12625",16642678,1553666,1,6,20,4,1,1161.33337402344,12,1,2,NA,NA
"12626",16642678,2704013,1,6,21,3,1,1125,12,2,2,1161.33337402344,-36.3333740234375
"12627",16642708,1553666,1,6,18,5,1,585,12,1,2,NA,NA
"12628",16642708,2704013,1,6,19,4,1,996.666687011719,12,2,2,585,411.666687011719
"12629",16642732,1553666,1,6,18,5,1,587.793701171875,12,1,2,NA,NA
"12630",16642732,2704013,1,6,19,4,1,979.333312988281,12,2,2,587.793701171875,391.539611816406
"12631",16646002,1553941,2,1,27,5,2,NA,12,1,2,NA,NA
"12632",16646002,2704374,2,1,28,5,2,NA,12,2,2,NA,NA
"12633",16647157,1554042,1,6,17,7,1,NA,12,1,2,NA,NA
"12634",16647157,2704668,1,6,18,3,1,108.333335876465,12,2,2,NA,NA
"12635",16650441,1554328,1,6,35,7,1,NA,12,1,2,NA,NA
"12636",16650441,2704889,1,6,36,7,1,NA,12,2,2,NA,NA
"12637",16651561,1554417,1,6,24,6,1,922.59716796875,12,1,2,NA,NA
"12638",16651561,2704951,1,6,26,6,1,489.666656494141,12,2,2,922.59716796875,-432.930511474609
"12639",16652681,1554506,1,1,71,5,1,NA,12,1,2,NA,NA
"12640",16652681,2705028,1,1,72,5,1,NA,12,2,2,NA,NA
"12641",16652711,1554506,2,1,70,7,1,NA,12,1,2,NA,NA
"12642",16652711,2705028,2,1,71,7,1,NA,12,2,2,NA,NA
"12643",16652746,1554506,1,6,30,5,1,900.69287109375,12,1,2,NA,NA
"12644",16652746,2705028,1,6,31,NA,NA,NA,12,2,2,900.69287109375,NA
"12645",16656059,1554786,1,1,76,7,1,NA,12,1,2,NA,NA
"12646",16656059,2705389,1,1,77,7,1,NA,12,2,2,NA,NA
"12647",16656083,1554786,2,1,74,5,1,NA,12,1,2,NA,NA
"12648",16656083,2705389,2,1,75,5,1,NA,12,2,2,NA,NA
"12649",16657179,1554883,1,1,26,5,1,1083.33337402344,12,1,2,NA,NA
"12650",16657179,2705524,1,1,27,5,1,1386.66662597656,12,2,2,1083.33337402344,303.333251953125
"12651",16657209,1554883,2,1,25,5,1,420.323333740234,12,1,2,NA,NA
"12652",16657209,2705524,2,1,26,5,1,377.584411621094,12,2,2,420.323333740234,-42.7389221191406
"12653",16658299,1554972,1,1,29,4,1,1991.53198242188,12,1,2,NA,NA
"12654",16658299,2705737,1,1,30,4,1,2702.07861328125,12,2,2,1991.53198242188,710.546630859375
"12655",16658329,1554972,2,1,27,3,1,NA,12,1,2,NA,NA
"12656",16658329,2705737,2,1,28,3,1,NA,12,2,2,NA,NA
"12657",16662768,1555359,1,1,53,7,2,1516.66662597656,12,1,2,NA,NA
"12658",16662768,2706024,1,1,54,7,2,1733.33337402344,12,2,2,1516.66662597656,216.666748046875
"12659",16662792,1555359,2,1,55,5,1,216.66667175293,12,1,2,NA,NA
"12660",16662792,2706024,2,1,56,5,1,216.66667175293,12,2,2,216.66667175293,0
"12661",16663888,1555448,2,3,62,7,1,NA,12,1,2,NA,NA
"12662",16663888,2706164,2,3,63,7,1,NA,12,2,2,NA,NA
"12663",16665007,1555537,2,3,80,7,1,NA,12,1,2,NA,NA
"12664",16665007,2706237,2,3,81,7,1,NA,12,2,2,NA,NA
"12665",16667247,1555723,1,1,32,2,1,980.754455566406,12,1,2,NA,NA
"12666",16667247,2706318,1,1,33,2,1,1240.02099609375,12,2,2,980.754455566406,259.266540527344
"12667",16667271,1555723,2,1,32,6,1,125.666664123535,12,1,2,NA,NA
"12668",16667271,2706318,2,1,33,6,1,NA,12,2,2,125.666664123535,NA
"12669",16669487,1555901,2,4,76,7,1,NA,12,1,2,NA,NA
"12670",16669487,2706814,2,4,77,7,1,NA,12,2,2,NA,NA
"12671",16671716,1556096,2,4,31,5,1,NA,12,1,2,NA,NA
"12672",16671716,2706881,2,4,32,5,1,208,12,2,2,NA,NA
"12673",16673956,1556282,1,1,30,4,1,1000,12,1,2,NA,NA
"12674",16673956,2707101,1,1,31,4,1,1501.15478515625,12,2,2,1000,501.15478515625
"12675",16673999,1556282,2,1,28,6,1,NA,12,1,2,NA,NA
"12676",16673999,2707101,2,1,29,6,1,NA,12,2,2,NA,NA
"12677",16675088,1556371,1,1,46,3,1,1108.85302734375,12,1,2,NA,NA
"12678",16675088,2707314,1,1,47,3,1,950.731323242188,12,2,2,1108.85302734375,-158.121704101562
"12679",16675118,1556371,2,1,43,2,1,1435.10400390625,12,1,2,NA,NA
"12680",16675118,2707314,2,1,44,2,1,1571.20861816406,12,2,2,1435.10400390625,136.104614257812
"12681",16675142,1556371,1,6,17,5,1,NA,12,1,2,NA,NA
"12682",16675142,2707314,1,6,18,4,1,NA,12,2,2,NA,NA
"12683",16676203,1556479,1,1,79,7,1,NA,12,1,2,NA,NA
"12684",16676203,2707667,1,1,79,7,1,NA,12,2,2,NA,NA
"12685",16676238,1556479,2,1,75,7,1,NA,12,1,2,NA,NA
"12686",16676238,2707667,2,1,76,7,1,NA,12,2,2,NA,NA
"12687",16677323,1556568,1,1,46,NA,NA,NA,12,1,2,NA,NA
"12688",16677323,2707829,1,1,47,NA,NA,NA,12,2,2,NA,NA
"12689",16677358,1556568,2,1,43,7,1,177.66667175293,12,1,2,NA,NA
"12690",16677358,2707829,2,1,44,7,1,203.66667175293,12,2,2,177.66667175293,26
"12691",16679563,1556746,2,6,68,7,1,NA,12,1,2,NA,NA
"12692",16679563,2708035,2,6,69,7,1,NA,12,2,2,NA,NA
"12693",16681797,1556932,1,3,62,7,1,NA,12,1,2,NA,NA
"12694",16681797,2708108,1,3,63,7,1,NA,12,2,2,NA,NA
"12695",16681827,1556932,2,6,26,5,1,511.333343505859,12,1,2,NA,NA
"12696",16681827,2708108,2,6,27,5,1,533,12,2,2,511.333343505859,21.6666564941406
"12697",16682912,1557025,2,1,26,7,1,NA,12,1,2,NA,NA
"12698",16682912,2708329,2,1,27,7,1,NA,12,2,2,NA,NA
"12699",16682947,1557025,1,1,29,5,1,NA,12,1,2,NA,NA
"12700",16682947,2708329,1,1,30,5,1,NA,12,2,2,NA,NA
"12701",16684036,1557122,1,3,72,7,1,NA,12,1,2,NA,NA
"12702",16684036,2708531,1,3,73,7,1,NA,12,2,2,NA,NA
"12703",16685156,1557211,1,1,43,7,1,728,12,1,2,NA,NA
"12704",16685156,2708604,1,1,44,7,1,773.003784179688,12,2,2,728,45.0037841796875
"12705",16685199,1557211,2,1,43,7,1,850.654357910156,12,1,2,NA,NA
"12706",16685199,2708604,2,1,44,7,2,816.628173828125,12,2,2,850.654357910156,-34.0261840820312
"12707",16685229,1557211,1,6,21,4,1,NA,12,1,2,NA,NA
"12708",16685229,2708817,1,2,22,4,2,NA,12,2,2,NA,NA
"12709",16685253,1557211,2,6,21,6,2,145.111633300781,12,1,2,NA,NA
"12710",16685253,2708817,2,2,22,6,2,323.291107177734,12,2,2,145.111633300781,178.179473876953
"12711",16685288,1557211,2,6,18,4,2,151.907806396484,12,1,2,NA,NA
"12712",16685288,2708671,2,6,19,4,1,NA,14,2,2,151.907806396484,NA
"12713",16690753,1557688,1,1,71,7,1,NA,12,1,2,NA,NA
"12714",16690753,2709023,1,1,72,7,1,NA,12,2,2,NA,NA
"12715",16690788,1557688,2,1,73,7,1,NA,12,1,2,NA,NA
"12716",16690788,2709023,2,1,74,7,1,NA,12,2,2,NA,NA
"12717",16691873,1557777,1,1,42,7,1,NA,12,1,2,NA,NA
"12718",16691873,2709171,1,1,43,7,1,NA,12,2,2,NA,NA
"12719",16691903,1557777,2,1,36,7,1,182,12,1,2,NA,NA
"12720",16691903,2709171,2,1,37,7,2,225.33332824707,12,2,2,182,43.3333282470703
"12721",16691938,1557777,1,6,17,7,1,823.333312988281,12,1,2,NA,NA
"12722",16691938,2709171,1,6,18,7,1,823.333312988281,12,2,2,823.333312988281,0
"12723",16694112,1557963,1,1,60,7,1,NA,12,1,2,NA,NA
"12724",16694112,2709457,1,1,61,7,1,NA,12,2,2,NA,NA
"12725",16694147,1557963,2,1,60,7,1,537.333312988281,12,1,2,NA,NA
"12726",16694147,2709457,2,1,61,7,1,537.333312988281,12,2,2,537.333312988281,0
"12727",16695232,1558056,1,6,70,7,2,NA,12,1,2,NA,NA
"12728",16695232,2709619,1,6,70,7,2,NA,12,2,2,NA,NA
"12729",16696352,1558153,1,1,47,7,1,NA,12,1,2,NA,NA
"12730",16696352,2709686,1,1,48,7,2,NA,12,2,2,NA,NA
"12731",16696387,1558153,2,1,48,7,1,NA,12,1,2,NA,NA
"12732",16696387,2709686,2,1,49,7,1,NA,12,2,2,NA,NA
"12733",16696417,1558153,1,6,20,6,1,476.666656494141,12,1,2,NA,NA
"12734",16696417,2709759,1,1,21,6,1,849.333312988281,12,2,2,476.666656494141,372.666656494141
"12735",16698592,1558331,1,1,56,7,1,NA,12,1,2,NA,NA
"12736",16698592,2710048,1,1,57,7,1,NA,12,2,2,NA,NA
"12737",16698622,1558331,2,1,51,7,1,86.6666641235352,12,1,2,NA,NA
"12738",16698622,2710048,2,1,52,7,1,NA,12,2,2,86.6666641235352,NA
"12739",16699718,1558439,1,3,70,7,1,NA,12,1,2,NA,NA
"12740",16699718,2710196,1,3,70,7,1,NA,12,2,2,NA,NA
"12741",16700821,1558528,1,4,26,3,1,NA,12,1,2,NA,NA
"12742",16700821,2710269,1,4,27,3,2,1113.91687011719,13,2,2,NA,NA
"12743",16701941,1558617,1,1,40,5,1,1338.029296875,12,1,2,NA,NA
"12744",16701941,2710331,1,1,41,5,1,2695.33325195312,12,2,2,1338.029296875,1357.30395507812
"12745",16701976,1558617,2,1,34,7,1,NA,12,1,2,NA,NA
"12746",16701976,2710331,2,1,35,7,1,NA,12,2,2,NA,NA
"12747",16704193,1558803,2,3,71,7,1,NA,12,1,2,NA,NA
"12748",16704193,2710838,2,3,71,7,1,NA,12,2,2,NA,NA
"12749",16705319,1558897,2,5,32,7,2,NA,12,1,2,NA,NA
"12750",16705319,2710919,2,1,33,7,1,NA,12,2,2,NA,NA
"12751",16706439,1558986,1,1,43,7,1,NA,12,1,2,NA,NA
"12752",16706439,2711125,1,1,44,7,1,NA,12,2,2,NA,NA
"12753",16706463,1558986,2,1,39,7,1,52,12,1,2,NA,NA
"12754",16706463,2711125,2,1,40,7,1,NA,12,2,2,52,NA
"12755",16706498,1558986,1,6,17,6,1,NA,12,1,2,NA,NA
"12756",16706498,2711125,1,6,18,6,1,NA,12,2,2,NA,NA
"12757",16709799,1559273,2,1,65,7,1,NA,12,1,2,NA,NA
"12758",16709799,2711699,2,1,66,7,1,NA,12,2,2,NA,NA
"12759",16709829,1559273,1,1,66,7,1,NA,12,1,2,NA,NA
"12760",16709829,2711699,1,1,67,7,2,NA,12,2,2,NA,NA
"12761",16710908,1559362,2,1,70,7,1,NA,12,1,2,NA,NA
"12762",16710908,2711834,2,1,71,7,1,NA,12,2,2,NA,NA
"12763",16710932,1559362,1,1,70,7,1,NA,12,1,2,NA,NA
"12764",16710932,2711834,1,1,70,7,1,NA,12,2,2,NA,NA
"12765",16712021,1559451,2,6,54,5,1,698.560546875,12,1,2,NA,NA
"12766",16712021,2711974,2,6,55,5,1,685.52734375,12,2,2,698.560546875,-13.033203125
"12767",16713141,1559559,1,1,27,7,2,NA,12,1,2,NA,NA
"12768",16713141,2712059,1,1,28,7,1,650,12,2,2,NA,NA
"12769",16713176,1559559,2,1,25,7,1,NA,12,1,2,NA,NA
"12770",16713176,2712059,2,1,26,7,1,NA,12,2,2,NA,NA
"12771",16714261,1559648,2,6,26,5,2,NA,12,1,2,NA,NA
"12772",16714261,2712407,2,6,27,5,2,NA,12,2,2,NA,NA
"12773",16715381,1559737,1,1,70,7,1,NA,12,1,2,NA,NA
"12774",16715381,2712547,1,1,71,7,1,NA,12,2,2,NA,NA
"12775",16715411,1559737,2,1,66,7,1,NA,12,1,2,NA,NA
"12776",16715411,2712547,2,1,67,7,1,NA,12,2,2,NA,NA
"12777",16718747,1560018,2,1,71,5,1,NA,12,1,2,NA,NA
"12778",16718747,2712695,2,1,72,5,1,NA,12,2,2,NA,NA
"12779",16718771,1560018,1,1,66,7,1,150.115478515625,12,1,2,NA,NA
"12780",16718771,2712695,1,1,67,7,1,250.192459106445,12,2,2,150.115478515625,100.07698059082
"12781",16720989,1560204,2,6,37,7,2,619.666687011719,12,1,2,NA,NA
"12782",16720989,2713195,2,6,38,7,2,641.333312988281,12,2,2,619.666687011719,21.6666259765625
"12783",16721012,1560204,2,1,70,7,1,NA,12,1,2,NA,NA
"12784",16721012,2713195,2,1,71,NA,NA,NA,12,2,2,NA,NA
"12785",16721047,1560204,1,1,73,7,1,NA,12,1,2,NA,NA
"12786",16721047,2713195,1,1,74,NA,NA,NA,12,2,2,NA,NA
"12787",16722108,1560298,1,1,70,7,1,NA,12,1,2,NA,NA
"12788",16722108,2713411,1,1,71,7,1,NA,12,2,2,NA,NA
"12789",16722132,1560298,2,1,69,7,1,NA,12,1,2,NA,NA
"12790",16722132,2713411,2,1,70,7,1,NA,12,2,2,NA,NA
"12791",16723228,1560387,2,4,44,7,1,585,12,1,2,NA,NA
"12792",16723228,2713551,2,4,45,7,1,650,12,2,2,585,65
